date,Keywords,RelativePopularity
2004-01-01,Perfil,4
2004-02-01,Perfil,4
2004-03-01,Perfil,5
2004-04-01,Perfil,6
2004-05-01,Perfil,6
2004-06-01,Perfil,7
2004-07-01,Perfil,4
2004-08-01,Perfil,6
2004-09-01,Perfil,6
2004-10-01,Perfil,5
2004-11-01,Perfil,5
2004-12-01,Perfil,5
2005-01-01,Perfil,4
2005-02-01,Perfil,5
2005-03-01,Perfil,6
2005-04-01,Perfil,6
2005-05-01,Perfil,6
2005-06-01,Perfil,6
2005-07-01,Perfil,4
2005-08-01,Perfil,4
2005-09-01,Perfil,8
2005-10-01,Perfil,8
2005-11-01,Perfil,9
2005-12-01,Perfil,7
2006-01-01,Perfil,9
2006-02-01,Perfil,8
2006-03-01,Perfil,8
2006-04-01,Perfil,8
2006-05-01,Perfil,9
2006-06-01,Perfil,10
2006-07-01,Perfil,9
2006-08-01,Perfil,8
2006-09-01,Perfil,12
2006-10-01,Perfil,12
2006-11-01,Perfil,13
2006-12-01,Perfil,14
2007-01-01,Perfil,14
2007-02-01,Perfil,13
2007-03-01,Perfil,14
2007-04-01,Perfil,14
2007-05-01,Perfil,16
2007-06-01,Perfil,16
2007-07-01,Perfil,20
2007-08-01,Perfil,19
2007-09-01,Perfil,18
2007-10-01,Perfil,18
2007-11-01,Perfil,18
2007-12-01,Perfil,18
2008-01-01,Perfil,19
2008-02-01,Perfil,18
2008-03-01,Perfil,26
2008-04-01,Perfil,30
2008-05-01,Perfil,33
2008-06-01,Perfil,42
2008-07-01,Perfil,45
2008-08-01,Perfil,40
2008-09-01,Perfil,35
2008-10-01,Perfil,38
2008-11-01,Perfil,37
2008-12-01,Perfil,37
2009-01-01,Perfil,38
2009-02-01,Perfil,39
2009-03-01,Perfil,43
2009-04-01,Perfil,39
2009-05-01,Perfil,37
2009-06-01,Perfil,40
2009-07-01,Perfil,38
2009-08-01,Perfil,36
2009-09-01,Perfil,37
2009-10-01,Perfil,36
2009-11-01,Perfil,34
2009-12-01,Perfil,34
2010-01-01,Perfil,39
2010-02-01,Perfil,39
2010-03-01,Perfil,38
2010-04-01,Perfil,36
2010-05-01,Perfil,40
2010-06-01,Perfil,42
2010-07-01,Perfil,42
2010-08-01,Perfil,41
2010-09-01,Perfil,44
2010-10-01,Perfil,49
2010-11-01,Perfil,46
2010-12-01,Perfil,47
2011-01-01,Perfil,44
2011-02-01,Perfil,44
2011-03-01,Perfil,43
2011-04-01,Perfil,43
2011-05-01,Perfil,47
2011-06-01,Perfil,55
2011-07-01,Perfil,57
2011-08-01,Perfil,55
2011-09-01,Perfil,53
2011-10-01,Perfil,49
2011-11-01,Perfil,49
2011-12-01,Perfil,53
2012-01-01,Perfil,54
2012-02-01,Perfil,53
2012-03-01,Perfil,53
2012-04-01,Perfil,52
2012-05-01,Perfil,48
2012-06-01,Perfil,53
2012-07-01,Perfil,50
2012-08-01,Perfil,49
2012-09-01,Perfil,52
2012-10-01,Perfil,55
2012-11-01,Perfil,54
2012-12-01,Perfil,57
2013-01-01,Perfil,56
2013-02-01,Perfil,53
2013-03-01,Perfil,56
2013-04-01,Perfil,57
2013-05-01,Perfil,56
2013-06-01,Perfil,55
2013-07-01,Perfil,51
2013-08-01,Perfil,51
2013-09-01,Perfil,48
2013-10-01,Perfil,49
2013-11-01,Perfil,50
2013-12-01,Perfil,49
2014-01-01,Perfil,50
2014-02-01,Perfil,50
2014-03-01,Perfil,45
2014-04-01,Perfil,44
2014-05-01,Perfil,44
2014-06-01,Perfil,44
2014-07-01,Perfil,47
2014-08-01,Perfil,47
2014-09-01,Perfil,46
2014-10-01,Perfil,46
2014-11-01,Perfil,45
2014-12-01,Perfil,47
2015-01-01,Perfil,51
2015-02-01,Perfil,50
2015-03-01,Perfil,48
2015-04-01,Perfil,42
2015-05-01,Perfil,43
2015-06-01,Perfil,43
2015-07-01,Perfil,42
2015-08-01,Perfil,43
2015-09-01,Perfil,41
2015-10-01,Perfil,44
2015-11-01,Perfil,54
2015-12-01,Perfil,59
2016-01-01,Perfil,48
2016-02-01,Perfil,43
2016-03-01,Perfil,43
2016-04-01,Perfil,45
2016-05-01,Perfil,41
2016-06-01,Perfil,42
2016-07-01,Perfil,40
2016-08-01,Perfil,35
2016-09-01,Perfil,32
2016-10-01,Perfil,32
2016-11-01,Perfil,31
2016-12-01,Perfil,34
2017-01-01,Perfil,33
2017-02-01,Perfil,33
2017-03-01,Perfil,33
2017-04-01,Perfil,32
2017-05-01,Perfil,32
2017-06-01,Perfil,33
2017-07-01,Perfil,34
2017-08-01,Perfil,37
2017-09-01,Perfil,37
2017-10-01,Perfil,39
2017-11-01,Perfil,41
2017-12-01,Perfil,38
2018-01-01,Perfil,36
2018-02-01,Perfil,36
2018-03-01,Perfil,34
2018-04-01,Perfil,34
2018-05-01,Perfil,35
2018-06-01,Perfil,34
2018-07-01,Perfil,32
2018-08-01,Perfil,36
2018-09-01,Perfil,36
2018-10-01,Perfil,33
2018-11-01,Perfil,33
2018-12-01,Perfil,33
2019-01-01,Perfil,32
2019-02-01,Perfil,33
2019-03-01,Perfil,33
2019-04-01,Perfil,33
2019-05-01,Perfil,34
2019-06-01,Perfil,33
2019-07-01,Perfil,32
2019-08-01,Perfil,36
2019-09-01,Perfil,33
2019-10-01,Perfil,32
2019-11-01,Perfil,32
2019-12-01,Perfil,34
2020-01-01,Perfil,34
2020-02-01,Perfil,31
2020-03-01,Perfil,33
2020-04-01,Perfil,31
2020-05-01,Perfil,31
2020-06-01,Perfil,30
2020-07-01,Perfil,31
2020-08-01,Perfil,31
2020-09-01,Perfil,31
2004-01-01,Página/12,0
2004-02-01,Página/12,0
2004-03-01,Página/12,0
2004-04-01,Página/12,1
2004-05-01,Página/12,0
2004-06-01,Página/12,1
2004-07-01,Página/12,1
2004-08-01,Página/12,0
2004-09-01,Página/12,0
2004-10-01,Página/12,0
2004-11-01,Página/12,0
2004-12-01,Página/12,0
2005-01-01,Página/12,0
2005-02-01,Página/12,0
2005-03-01,Página/12,0
2005-04-01,Página/12,0
2005-05-01,Página/12,0
2005-06-01,Página/12,0
2005-07-01,Página/12,0
2005-08-01,Página/12,0
2005-09-01,Página/12,0
2005-10-01,Página/12,0
2005-11-01,Página/12,0
2005-12-01,Página/12,0
2006-01-01,Página/12,0
2006-02-01,Página/12,0
2006-03-01,Página/12,0
2006-04-01,Página/12,0
2006-05-01,Página/12,0
2006-06-01,Página/12,0
2006-07-01,Página/12,0
2006-08-01,Página/12,0
2006-09-01,Página/12,0
2006-10-01,Página/12,0
2006-11-01,Página/12,0
2006-12-01,Página/12,0
2007-01-01,Página/12,0
2007-02-01,Página/12,0
2007-03-01,Página/12,0
2007-04-01,Página/12,0
2007-05-01,Página/12,0
2007-06-01,Página/12,0
2007-07-01,Página/12,0
2007-08-01,Página/12,0
2007-09-01,Página/12,0
2007-10-01,Página/12,0
2007-11-01,Página/12,0
2007-12-01,Página/12,0
2008-01-01,Página/12,0
2008-02-01,Página/12,0
2008-03-01,Página/12,0
2008-04-01,Página/12,0
2008-05-01,Página/12,0
2008-06-01,Página/12,0
2008-07-01,Página/12,0
2008-08-01,Página/12,0
2008-09-01,Página/12,0
2008-10-01,Página/12,0
2008-11-01,Página/12,0
2008-12-01,Página/12,0
2009-01-01,Página/12,0
2009-02-01,Página/12,0
2009-03-01,Página/12,0
2009-04-01,Página/12,0
2009-05-01,Página/12,0
2009-06-01,Página/12,0
2009-07-01,Página/12,0
2009-08-01,Página/12,0
2009-09-01,Página/12,0
2009-10-01,Página/12,0
2009-11-01,Página/12,0
2009-12-01,Página/12,0
2010-01-01,Página/12,0
2010-02-01,Página/12,0
2010-03-01,Página/12,0
2010-04-01,Página/12,0
2010-05-01,Página/12,0
2010-06-01,Página/12,0
2010-07-01,Página/12,0
2010-08-01,Página/12,0
2010-09-01,Página/12,0
2010-10-01,Página/12,0
2010-11-01,Página/12,0
2010-12-01,Página/12,0
2011-01-01,Página/12,0
2011-02-01,Página/12,0
2011-03-01,Página/12,0
2011-04-01,Página/12,0
2011-05-01,Página/12,0
2011-06-01,Página/12,0
2011-07-01,Página/12,0
2011-08-01,Página/12,0
2011-09-01,Página/12,0
2011-10-01,Página/12,0
2011-11-01,Página/12,0
2011-12-01,Página/12,0
2012-01-01,Página/12,0
2012-02-01,Página/12,0
2012-03-01,Página/12,0
2012-04-01,Página/12,0
2012-05-01,Página/12,0
2012-06-01,Página/12,0
2012-07-01,Página/12,0
2012-08-01,Página/12,0
2012-09-01,Página/12,0
2012-10-01,Página/12,0
2012-11-01,Página/12,0
2012-12-01,Página/12,0
2013-01-01,Página/12,0
2013-02-01,Página/12,0
2013-03-01,Página/12,0
2013-04-01,Página/12,0
2013-05-01,Página/12,0
2013-06-01,Página/12,0
2013-07-01,Página/12,0
2013-08-01,Página/12,0
2013-09-01,Página/12,0
2013-10-01,Página/12,0
2013-11-01,Página/12,0
2013-12-01,Página/12,0
2014-01-01,Página/12,0
2014-02-01,Página/12,0
2014-03-01,Página/12,0
2014-04-01,Página/12,0
2014-05-01,Página/12,0
2014-06-01,Página/12,0
2014-07-01,Página/12,0
2014-08-01,Página/12,0
2014-09-01,Página/12,0
2014-10-01,Página/12,0
2014-11-01,Página/12,0
2014-12-01,Página/12,0
2015-01-01,Página/12,0
2015-02-01,Página/12,0
2015-03-01,Página/12,0
2015-04-01,Página/12,0
2015-05-01,Página/12,0
2015-06-01,Página/12,0
2015-07-01,Página/12,0
2015-08-01,Página/12,0
2015-09-01,Página/12,0
2015-10-01,Página/12,0
2015-11-01,Página/12,0
2015-12-01,Página/12,0
2016-01-01,Página/12,0
2016-02-01,Página/12,0
2016-03-01,Página/12,0
2016-04-01,Página/12,0
2016-05-01,Página/12,0
2016-06-01,Página/12,0
2016-07-01,Página/12,0
2016-08-01,Página/12,0
2016-09-01,Página/12,0
2016-10-01,Página/12,0
2016-11-01,Página/12,0
2016-12-01,Página/12,0
2017-01-01,Página/12,0
2017-02-01,Página/12,0
2017-03-01,Página/12,0
2017-04-01,Página/12,0
2017-05-01,Página/12,0
2017-06-01,Página/12,0
2017-07-01,Página/12,0
2017-08-01,Página/12,0
2017-09-01,Página/12,0
2017-10-01,Página/12,0
2017-11-01,Página/12,0
2017-12-01,Página/12,0
2018-01-01,Página/12,0
2018-02-01,Página/12,0
2018-03-01,Página/12,0
2018-04-01,Página/12,0
2018-05-01,Página/12,0
2018-06-01,Página/12,0
2018-07-01,Página/12,0
2018-08-01,Página/12,0
2018-09-01,Página/12,0
2018-10-01,Página/12,0
2018-11-01,Página/12,0
2018-12-01,Página/12,0
2019-01-01,Página/12,0
2019-02-01,Página/12,0
2019-03-01,Página/12,0
2019-04-01,Página/12,0
2019-05-01,Página/12,0
2019-06-01,Página/12,0
2019-07-01,Página/12,0
2019-08-01,Página/12,0
2019-09-01,Página/12,0
2019-10-01,Página/12,0
2019-11-01,Página/12,0
2019-12-01,Página/12,0
2020-01-01,Página/12,0
2020-02-01,Página/12,0
2020-03-01,Página/12,0
2020-04-01,Página/12,0
2020-05-01,Página/12,0
2020-06-01,Página/12,0
2020-07-01,Página/12,0
2020-08-01,Página/12,0
2020-09-01,Página/12,0
2004-01-01,TN,11
2004-02-01,TN,11
2004-03-01,TN,10
2004-04-01,TN,12
2004-05-01,TN,16
2004-06-01,TN,14
2004-07-01,TN,10
2004-08-01,TN,18
2004-09-01,TN,10
2004-10-01,TN,11
2004-11-01,TN,12
2004-12-01,TN,15
2005-01-01,TN,16
2005-02-01,TN,19
2005-03-01,TN,12
2005-04-01,TN,23
2005-05-01,TN,12
2005-06-01,TN,13
2005-07-01,TN,12
2005-08-01,TN,13
2005-09-01,TN,14
2005-10-01,TN,12
2005-11-01,TN,24
2005-12-01,TN,14
2006-01-01,TN,17
2006-02-01,TN,17
2006-03-01,TN,22
2006-04-01,TN,19
2006-05-01,TN,21
2006-06-01,TN,43
2006-07-01,TN,15
2006-08-01,TN,13
2006-09-01,TN,18
2006-10-01,TN,23
2006-11-01,TN,17
2006-12-01,TN,24
2007-01-01,TN,21
2007-02-01,TN,21
2007-03-01,TN,26
2007-04-01,TN,34
2007-05-01,TN,38
2007-06-01,TN,37
2007-07-01,TN,36
2007-08-01,TN,29
2007-09-01,TN,32
2007-10-01,TN,38
2007-11-01,TN,31
2007-12-01,TN,40
2008-01-01,TN,41
2008-02-01,TN,41
2008-03-01,TN,92
2008-04-01,TN,65
2008-05-01,TN,63
2008-06-01,TN,100
2008-07-01,TN,74
2008-08-01,TN,53
2008-09-01,TN,46
2008-10-01,TN,54
2008-11-01,TN,48
2008-12-01,TN,46
2009-01-01,TN,56
2009-02-01,TN,47
2009-03-01,TN,49
2009-04-01,TN,51
2009-05-01,TN,40
2009-06-01,TN,64
2009-07-01,TN,51
2009-08-01,TN,38
2009-09-01,TN,40
2009-10-01,TN,41
2009-11-01,TN,41
2009-12-01,TN,44
2010-01-01,TN,58
2010-02-01,TN,61
2010-03-01,TN,46
2010-04-01,TN,40
2010-05-01,TN,39
2010-06-01,TN,55
2010-07-01,TN,41
2010-08-01,TN,36
2010-09-01,TN,38
2010-10-01,TN,73
2010-11-01,TN,34
2010-12-01,TN,37
2011-01-01,TN,38
2011-02-01,TN,28
2011-03-01,TN,43
2011-04-01,TN,31
2011-05-01,TN,29
2011-06-01,TN,36
2011-07-01,TN,30
2011-08-01,TN,34
2011-09-01,TN,39
2011-10-01,TN,29
2011-11-01,TN,31
2011-12-01,TN,30
2012-01-01,TN,35
2012-02-01,TN,43
2012-03-01,TN,35
2012-04-01,TN,39
2012-05-01,TN,30
2012-06-01,TN,46
2012-07-01,TN,32
2012-08-01,TN,33
2012-09-01,TN,36
2012-10-01,TN,45
2012-11-01,TN,46
2012-12-01,TN,56
2013-01-01,TN,39
2013-02-01,TN,37
2013-03-01,TN,52
2013-04-01,TN,56
2013-05-01,TN,44
2013-06-01,TN,48
2013-07-01,TN,45
2013-08-01,TN,47
2013-09-01,TN,37
2013-10-01,TN,43
2013-11-01,TN,38
2013-12-01,TN,60
2014-01-01,TN,52
2014-02-01,TN,49
2014-03-01,TN,47
2014-04-01,TN,44
2014-05-01,TN,41
2014-06-01,TN,49
2014-07-01,TN,55
2014-08-01,TN,44
2014-09-01,TN,43
2014-10-01,TN,44
2014-11-01,TN,42
2014-12-01,TN,41
2015-01-01,TN,56
2015-02-01,TN,50
2015-03-01,TN,46
2015-04-01,TN,45
2015-05-01,TN,43
2015-06-01,TN,44
2015-07-01,TN,40
2015-08-01,TN,49
2015-09-01,TN,43
2015-10-01,TN,50
2015-11-01,TN,62
2015-12-01,TN,79
2016-01-01,TN,63
2016-02-01,TN,41
2016-03-01,TN,45
2016-04-01,TN,56
2016-05-01,TN,44
2016-06-01,TN,48
2016-07-01,TN,46
2016-08-01,TN,42
2016-09-01,TN,43
2016-10-01,TN,40
2016-11-01,TN,45
2016-12-01,TN,42
2017-01-01,TN,46
2017-02-01,TN,45
2017-03-01,TN,51
2017-04-01,TN,53
2017-05-01,TN,42
2017-06-01,TN,42
2017-07-01,TN,41
2017-08-01,TN,49
2017-09-01,TN,55
2017-10-01,TN,65
2017-11-01,TN,65
2017-12-01,TN,79
2018-01-01,TN,46
2018-02-01,TN,51
2018-03-01,TN,41
2018-04-01,TN,45
2018-05-01,TN,45
2018-06-01,TN,50
2018-07-01,TN,38
2018-08-01,TN,50
2018-09-01,TN,48
2018-10-01,TN,37
2018-11-01,TN,49
2018-12-01,TN,40
2019-01-01,TN,44
2019-02-01,TN,41
2019-03-01,TN,40
2019-04-01,TN,39
2019-05-01,TN,40
2019-06-01,TN,42
2019-07-01,TN,38
2019-08-01,TN,50
2019-09-01,TN,38
2019-10-01,TN,44
2019-11-01,TN,34
2019-12-01,TN,41
2020-01-01,TN,38
2020-02-01,TN,39
2020-03-01,TN,78
2020-04-01,TN,47
2020-05-01,TN,37
2020-06-01,TN,37
2020-07-01,TN,34
2020-08-01,TN,32
2020-09-01,TN,33
2004-01-01,El Cronista,29
2004-02-01,El Cronista,7
2004-03-01,El Cronista,29
2004-04-01,El Cronista,26
2004-05-01,El Cronista,18
2004-06-01,El Cronista,18
2004-07-01,El Cronista,37
2004-08-01,El Cronista,20
2004-09-01,El Cronista,23
2004-10-01,El Cronista,22
2004-11-01,El Cronista,31
2004-12-01,El Cronista,16
2005-01-01,El Cronista,16
2005-02-01,El Cronista,10
2005-03-01,El Cronista,9
2005-04-01,El Cronista,16
2005-05-01,El Cronista,17
2005-06-01,El Cronista,19
2005-07-01,El Cronista,29
2005-08-01,El Cronista,22
2005-09-01,El Cronista,15
2005-10-01,El Cronista,24
2005-11-01,El Cronista,19
2005-12-01,El Cronista,9
2006-01-01,El Cronista,9
2006-02-01,El Cronista,15
2006-03-01,El Cronista,18
2006-04-01,El Cronista,16
2006-05-01,El Cronista,21
2006-06-01,El Cronista,13
2006-07-01,El Cronista,11
2006-08-01,El Cronista,10
2006-09-01,El Cronista,18
2006-10-01,El Cronista,20
2006-11-01,El Cronista,17
2006-12-01,El Cronista,10
2007-01-01,El Cronista,15
2007-02-01,El Cronista,19
2007-03-01,El Cronista,17
2007-04-01,El Cronista,15
2007-05-01,El Cronista,13
2007-06-01,El Cronista,17
2007-07-01,El Cronista,15
2007-08-01,El Cronista,22
2007-09-01,El Cronista,18
2007-10-01,El Cronista,22
2007-11-01,El Cronista,23
2007-12-01,El Cronista,19
2008-01-01,El Cronista,21
2008-02-01,El Cronista,22
2008-03-01,El Cronista,29
2008-04-01,El Cronista,37
2008-05-01,El Cronista,43
2008-06-01,El Cronista,47
2008-07-01,El Cronista,43
2008-08-01,El Cronista,38
2008-09-01,El Cronista,49
2008-10-01,El Cronista,68
2008-11-01,El Cronista,55
2008-12-01,El Cronista,47
2009-01-01,El Cronista,41
2009-02-01,El Cronista,40
2009-03-01,El Cronista,51
2009-04-01,El Cronista,37
2009-05-01,El Cronista,33
2009-06-01,El Cronista,37
2009-07-01,El Cronista,40
2009-08-01,El Cronista,33
2009-09-01,El Cronista,31
2009-10-01,El Cronista,25
2009-11-01,El Cronista,31
2009-12-01,El Cronista,27
2010-01-01,El Cronista,35
2010-02-01,El Cronista,34
2010-03-01,El Cronista,31
2010-04-01,El Cronista,31
2010-05-01,El Cronista,36
2010-06-01,El Cronista,29
2010-07-01,El Cronista,29
2010-08-01,El Cronista,29
2010-09-01,El Cronista,33
2010-10-01,El Cronista,37
2010-11-01,El Cronista,35
2010-12-01,El Cronista,31
2011-01-01,El Cronista,27
2011-02-01,El Cronista,25
2011-03-01,El Cronista,21
2011-04-01,El Cronista,20
2011-05-01,El Cronista,24
2011-06-01,El Cronista,21
2011-07-01,El Cronista,23
2011-08-01,El Cronista,25
2011-09-01,El Cronista,24
2011-10-01,El Cronista,29
2011-11-01,El Cronista,34
2011-12-01,El Cronista,30
2012-01-01,El Cronista,26
2012-02-01,El Cronista,27
2012-03-01,El Cronista,27
2012-04-01,El Cronista,33
2012-05-01,El Cronista,41
2012-06-01,El Cronista,48
2012-07-01,El Cronista,37
2012-08-01,El Cronista,36
2012-09-01,El Cronista,37
2012-10-01,El Cronista,41
2012-11-01,El Cronista,42
2012-12-01,El Cronista,37
2013-01-01,El Cronista,42
2013-02-01,El Cronista,36
2013-03-01,El Cronista,46
2013-04-01,El Cronista,43
2013-05-01,El Cronista,50
2013-06-01,El Cronista,34
2013-07-01,El Cronista,33
2013-08-01,El Cronista,37
2013-09-01,El Cronista,37
2013-10-01,El Cronista,37
2013-11-01,El Cronista,43
2013-12-01,El Cronista,40
2014-01-01,El Cronista,63
2014-02-01,El Cronista,48
2014-03-01,El Cronista,37
2014-04-01,El Cronista,34
2014-05-01,El Cronista,42
2014-06-01,El Cronista,48
2014-07-01,El Cronista,51
2014-08-01,El Cronista,55
2014-09-01,El Cronista,56
2014-10-01,El Cronista,57
2014-11-01,El Cronista,45
2014-12-01,El Cronista,44
2015-01-01,El Cronista,48
2015-02-01,El Cronista,46
2015-03-01,El Cronista,44
2015-04-01,El Cronista,42
2015-05-01,El Cronista,35
2015-06-01,El Cronista,41
2015-07-01,El Cronista,50
2015-08-01,El Cronista,46
2015-09-01,El Cronista,49
2015-10-01,El Cronista,50
2015-11-01,El Cronista,59
2015-12-01,El Cronista,70
2016-01-01,El Cronista,40
2016-02-01,El Cronista,39
2016-03-01,El Cronista,40
2016-04-01,El Cronista,38
2016-05-01,El Cronista,33
2016-06-01,El Cronista,37
2016-07-01,El Cronista,34
2016-08-01,El Cronista,33
2016-09-01,El Cronista,30
2016-10-01,El Cronista,30
2016-11-01,El Cronista,35
2016-12-01,El Cronista,42
2017-01-01,El Cronista,43
2017-02-01,El Cronista,41
2017-03-01,El Cronista,39
2017-04-01,El Cronista,40
2017-05-01,El Cronista,44
2017-06-01,El Cronista,48
2017-07-01,El Cronista,54
2017-08-01,El Cronista,56
2017-09-01,El Cronista,50
2017-10-01,El Cronista,55
2017-11-01,El Cronista,56
2017-12-01,El Cronista,62
2018-01-01,El Cronista,68
2018-02-01,El Cronista,62
2018-03-01,El Cronista,55
2018-04-01,El Cronista,52
2018-05-01,El Cronista,97
2018-06-01,El Cronista,83
2018-07-01,El Cronista,66
2018-08-01,El Cronista,86
2018-09-01,El Cronista,100
2018-10-01,El Cronista,74
2018-11-01,El Cronista,65
2018-12-01,El Cronista,62
2019-01-01,El Cronista,62
2019-02-01,El Cronista,63
2019-03-01,El Cronista,69
2019-04-01,El Cronista,73
2019-05-01,El Cronista,65
2019-06-01,El Cronista,54
2019-07-01,El Cronista,54
2019-08-01,El Cronista,98
2019-09-01,El Cronista,83
2019-10-01,El Cronista,76
2019-11-01,El Cronista,61
2019-12-01,El Cronista,78
2020-01-01,El Cronista,63
2020-02-01,El Cronista,59
2020-03-01,El Cronista,62
2020-04-01,El Cronista,58
2020-05-01,El Cronista,61
2020-06-01,El Cronista,58
2020-07-01,El Cronista,62
2020-08-01,El Cronista,63
2020-09-01,El Cronista,74
