date,Keywords,RelativePopularity
2012-12-01,El Destape,0
2013-01-01,El Destape,0
2013-02-01,El Destape,0
2013-03-01,El Destape,0
2013-04-01,El Destape,0
2013-05-01,El Destape,0
2013-06-01,El Destape,0
2013-07-01,El Destape,0
2013-08-01,El Destape,0
2013-09-01,El Destape,0
2013-10-01,El Destape,0
2013-11-01,El Destape,0
2013-12-01,El Destape,0
2014-01-01,El Destape,0
2014-02-01,El Destape,0
2014-03-01,El Destape,0
2014-04-01,El Destape,0
2014-05-01,El Destape,0
2014-06-01,El Destape,0
2014-07-01,El Destape,1
2014-08-01,El Destape,0
2014-09-01,El Destape,0
2014-10-01,El Destape,0
2014-11-01,El Destape,1
2014-12-01,El Destape,3
2015-01-01,El Destape,3
2015-02-01,El Destape,5
2015-03-01,El Destape,4
2015-04-01,El Destape,4
2015-05-01,El Destape,3
2015-06-01,El Destape,4
2015-07-01,El Destape,5
2015-08-01,El Destape,5
2015-09-01,El Destape,5
2015-10-01,El Destape,7
2015-11-01,El Destape,7
2015-12-01,El Destape,11
2016-01-01,El Destape,13
2016-02-01,El Destape,13
2016-03-01,El Destape,24
2016-04-01,El Destape,35
2016-05-01,El Destape,28
2016-06-01,El Destape,28
2016-07-01,El Destape,31
2016-08-01,El Destape,30
2016-09-01,El Destape,29
2016-10-01,El Destape,31
2016-11-01,El Destape,32
2016-12-01,El Destape,37
2017-01-01,El Destape,38
2017-02-01,El Destape,49
2017-03-01,El Destape,56
2017-04-01,El Destape,54
2017-05-01,El Destape,48
2017-06-01,El Destape,60
2017-07-01,El Destape,63
2017-08-01,El Destape,77
2017-09-01,El Destape,77
2017-10-01,El Destape,92
2017-11-01,El Destape,83
2017-12-01,El Destape,100
2018-01-01,El Destape,76
2018-02-01,El Destape,70
2018-03-01,El Destape,68
2018-04-01,El Destape,71
2018-05-01,El Destape,73
2018-06-01,El Destape,62
2018-07-01,El Destape,61
2018-08-01,El Destape,77
2018-09-01,El Destape,78
2018-10-01,El Destape,65
2018-11-01,El Destape,60
2018-12-01,El Destape,56
2019-01-01,El Destape,61
2019-02-01,El Destape,74
2019-03-01,El Destape,82
2019-04-01,El Destape,78
2019-05-01,El Destape,85
2019-06-01,El Destape,79
2019-07-01,El Destape,67
2019-08-01,El Destape,93
2019-09-01,El Destape,73
2019-10-01,El Destape,73
2019-11-01,El Destape,66
2019-12-01,El Destape,66
2020-01-01,El Destape,59
2020-02-01,El Destape,55
2020-03-01,El Destape,54
2020-04-01,El Destape,49
2020-05-01,El Destape,46
2020-06-01,El Destape,49
2020-07-01,El Destape,52
2020-08-01,El Destape,50
2020-09-01,El Destape,52
2004-01-01,El Territorio,11
2004-02-01,El Territorio,20
2004-03-01,El Territorio,24
2004-04-01,El Territorio,13
2004-05-01,El Territorio,19
2004-06-01,El Territorio,20
2004-07-01,El Territorio,6
2004-08-01,El Territorio,7
2004-09-01,El Territorio,17
2004-10-01,El Territorio,19
2004-11-01,El Territorio,15
2004-12-01,El Territorio,25
2005-01-01,El Territorio,22
2005-02-01,El Territorio,27
2005-03-01,El Territorio,21
2005-04-01,El Territorio,24
2005-05-01,El Territorio,19
2005-06-01,El Territorio,20
2005-07-01,El Territorio,16
2005-08-01,El Territorio,13
2005-09-01,El Territorio,18
2005-10-01,El Territorio,18
2005-11-01,El Territorio,9
2005-12-01,El Territorio,14
2006-01-01,El Territorio,15
2006-02-01,El Territorio,20
2006-03-01,El Territorio,21
2006-04-01,El Territorio,16
2006-05-01,El Territorio,20
2006-06-01,El Territorio,20
2006-07-01,El Territorio,22
2006-08-01,El Territorio,14
2006-09-01,El Territorio,22
2006-10-01,El Territorio,28
2006-11-01,El Territorio,22
2006-12-01,El Territorio,14
2007-01-01,El Territorio,28
2007-02-01,El Territorio,22
2007-03-01,El Territorio,29
2007-04-01,El Territorio,28
2007-05-01,El Territorio,24
2007-06-01,El Territorio,24
2007-07-01,El Territorio,24
2007-08-01,El Territorio,27
2007-09-01,El Territorio,30
2007-10-01,El Territorio,24
2007-11-01,El Territorio,24
2007-12-01,El Territorio,18
2008-01-01,El Territorio,19
2008-02-01,El Territorio,21
2008-03-01,El Territorio,22
2008-04-01,El Territorio,24
2008-05-01,El Territorio,22
2008-06-01,El Territorio,19
2008-07-01,El Territorio,20
2008-08-01,El Territorio,22
2008-09-01,El Territorio,25
2008-10-01,El Territorio,23
2008-11-01,El Territorio,23
2008-12-01,El Territorio,20
2009-01-01,El Territorio,25
2009-02-01,El Territorio,23
2009-03-01,El Territorio,23
2009-04-01,El Territorio,26
2009-05-01,El Territorio,29
2009-06-01,El Territorio,24
2009-07-01,El Territorio,24
2009-08-01,El Territorio,21
2009-09-01,El Territorio,20
2009-10-01,El Territorio,24
2009-11-01,El Territorio,24
2009-12-01,El Territorio,18
2010-01-01,El Territorio,27
2010-02-01,El Territorio,16
2010-03-01,El Territorio,18
2010-04-01,El Territorio,20
2010-05-01,El Territorio,17
2010-06-01,El Territorio,15
2010-07-01,El Territorio,16
2010-08-01,El Territorio,15
2010-09-01,El Territorio,13
2010-10-01,El Territorio,16
2010-11-01,El Territorio,14
2010-12-01,El Territorio,15
2011-01-01,El Territorio,16
2011-02-01,El Territorio,17
2011-03-01,El Territorio,18
2011-04-01,El Territorio,20
2011-05-01,El Territorio,21
2011-06-01,El Territorio,20
2011-07-01,El Territorio,16
2011-08-01,El Territorio,18
2011-09-01,El Territorio,17
2011-10-01,El Territorio,16
2011-11-01,El Territorio,16
2011-12-01,El Territorio,15
2012-01-01,El Territorio,16
2012-02-01,El Territorio,20
2012-03-01,El Territorio,22
2012-04-01,El Territorio,20
2012-05-01,El Territorio,23
2012-06-01,El Territorio,20
2012-07-01,El Territorio,19
2012-08-01,El Territorio,20
2012-09-01,El Territorio,19
2012-10-01,El Territorio,21
2012-11-01,El Territorio,22
2012-12-01,El Territorio,22
2013-01-01,El Territorio,19
2013-02-01,El Territorio,21
2013-03-01,El Territorio,24
2013-04-01,El Territorio,29
2013-05-01,El Territorio,26
2013-06-01,El Territorio,23
2013-07-01,El Territorio,24
2013-08-01,El Territorio,24
2013-09-01,El Territorio,24
2013-10-01,El Territorio,25
2013-11-01,El Territorio,24
2013-12-01,El Territorio,23
2014-01-01,El Territorio,25
2014-02-01,El Territorio,23
2014-03-01,El Territorio,26
2014-04-01,El Territorio,29
2014-05-01,El Territorio,29
2014-06-01,El Territorio,29
2014-07-01,El Territorio,24
2014-08-01,El Territorio,27
2014-09-01,El Territorio,26
2014-10-01,El Territorio,25
2014-11-01,El Territorio,24
2014-12-01,El Territorio,23
2015-01-01,El Territorio,23
2015-02-01,El Territorio,24
2015-03-01,El Territorio,25
2015-04-01,El Territorio,27
2015-05-01,El Territorio,25
2015-06-01,El Territorio,24
2015-07-01,El Territorio,24
2015-08-01,El Territorio,22
2015-09-01,El Territorio,25
2015-10-01,El Territorio,25
2015-11-01,El Territorio,27
2015-12-01,El Territorio,27
2016-01-01,El Territorio,20
2016-02-01,El Territorio,21
2016-03-01,El Territorio,24
2016-04-01,El Territorio,24
2016-05-01,El Territorio,23
2016-06-01,El Territorio,21
2016-07-01,El Territorio,17
2016-08-01,El Territorio,19
2016-09-01,El Territorio,18
2016-10-01,El Territorio,18
2016-11-01,El Territorio,19
2016-12-01,El Territorio,17
2017-01-01,El Territorio,16
2017-02-01,El Territorio,16
2017-03-01,El Territorio,18
2017-04-01,El Territorio,22
2017-05-01,El Territorio,22
2017-06-01,El Territorio,19
2017-07-01,El Territorio,18
2017-08-01,El Territorio,19
2017-09-01,El Territorio,19
2017-10-01,El Territorio,21
2017-11-01,El Territorio,21
2017-12-01,El Territorio,20
2018-01-01,El Territorio,17
2018-02-01,El Territorio,20
2018-03-01,El Territorio,22
2018-04-01,El Territorio,25
2018-05-01,El Territorio,23
2018-06-01,El Territorio,21
2018-07-01,El Territorio,21
2018-08-01,El Territorio,23
2018-09-01,El Territorio,21
2018-10-01,El Territorio,22
2018-11-01,El Territorio,22
2018-12-01,El Territorio,21
2019-01-01,El Territorio,22
2019-02-01,El Territorio,22
2019-03-01,El Territorio,27
2019-04-01,El Territorio,29
2019-05-01,El Territorio,30
2019-06-01,El Territorio,23
2019-07-01,El Territorio,22
2019-08-01,El Territorio,23
2019-09-01,El Territorio,25
2019-10-01,El Territorio,23
2019-11-01,El Territorio,22
2019-12-01,El Territorio,22
2020-01-01,El Territorio,24
2020-02-01,El Territorio,22
2020-03-01,El Territorio,37
2020-04-01,El Territorio,43
2020-05-01,El Territorio,35
2020-06-01,El Territorio,31
2020-07-01,El Territorio,27
2020-08-01,El Territorio,30
2020-09-01,El Territorio,33
2004-01-01,IP Noticias,0
2004-02-01,IP Noticias,0
2004-03-01,IP Noticias,0
2004-04-01,IP Noticias,0
2004-05-01,IP Noticias,0
2004-06-01,IP Noticias,0
2004-07-01,IP Noticias,0
2004-08-01,IP Noticias,0
2004-09-01,IP Noticias,0
2004-10-01,IP Noticias,0
2004-11-01,IP Noticias,0
2004-12-01,IP Noticias,2
2005-01-01,IP Noticias,0
2005-02-01,IP Noticias,0
2005-03-01,IP Noticias,0
2005-04-01,IP Noticias,0
2005-05-01,IP Noticias,0
2005-06-01,IP Noticias,0
2005-07-01,IP Noticias,0
2005-08-01,IP Noticias,0
2005-09-01,IP Noticias,0
2005-10-01,IP Noticias,0
2005-11-01,IP Noticias,0
2005-12-01,IP Noticias,0
2006-01-01,IP Noticias,0
2006-02-01,IP Noticias,0
2006-03-01,IP Noticias,0
2006-04-01,IP Noticias,0
2006-05-01,IP Noticias,1
2006-06-01,IP Noticias,1
2006-07-01,IP Noticias,0
2006-08-01,IP Noticias,1
2006-09-01,IP Noticias,0
2006-10-01,IP Noticias,0
2006-11-01,IP Noticias,1
2006-12-01,IP Noticias,0
2007-01-01,IP Noticias,0
2007-02-01,IP Noticias,0
2007-03-01,IP Noticias,0
2007-04-01,IP Noticias,0
2007-05-01,IP Noticias,0
2007-06-01,IP Noticias,0
2007-07-01,IP Noticias,0
2007-08-01,IP Noticias,0
2007-09-01,IP Noticias,1
2007-10-01,IP Noticias,0
2007-11-01,IP Noticias,1
2007-12-01,IP Noticias,0
2008-01-01,IP Noticias,0
2008-02-01,IP Noticias,0
2008-03-01,IP Noticias,0
2008-04-01,IP Noticias,0
2008-05-01,IP Noticias,0
2008-06-01,IP Noticias,0
2008-07-01,IP Noticias,1
2008-08-01,IP Noticias,0
2008-09-01,IP Noticias,0
2008-10-01,IP Noticias,0
2008-11-01,IP Noticias,0
2008-12-01,IP Noticias,0
2009-01-01,IP Noticias,0
2009-02-01,IP Noticias,0
2009-03-01,IP Noticias,0
2009-04-01,IP Noticias,0
2009-05-01,IP Noticias,0
2009-06-01,IP Noticias,0
2009-07-01,IP Noticias,0
2009-08-01,IP Noticias,0
2009-09-01,IP Noticias,0
2009-10-01,IP Noticias,0
2009-11-01,IP Noticias,0
2009-12-01,IP Noticias,0
2010-01-01,IP Noticias,0
2010-02-01,IP Noticias,0
2010-03-01,IP Noticias,0
2010-04-01,IP Noticias,0
2010-05-01,IP Noticias,0
2010-06-01,IP Noticias,0
2010-07-01,IP Noticias,0
2010-08-01,IP Noticias,0
2010-09-01,IP Noticias,0
2010-10-01,IP Noticias,0
2010-11-01,IP Noticias,0
2010-12-01,IP Noticias,0
2011-01-01,IP Noticias,1
2011-02-01,IP Noticias,0
2011-03-01,IP Noticias,0
2011-04-01,IP Noticias,0
2011-05-01,IP Noticias,0
2011-06-01,IP Noticias,0
2011-07-01,IP Noticias,0
2011-08-01,IP Noticias,0
2011-09-01,IP Noticias,0
2011-10-01,IP Noticias,0
2011-11-01,IP Noticias,0
2011-12-01,IP Noticias,0
2012-01-01,IP Noticias,0
2012-02-01,IP Noticias,0
2012-03-01,IP Noticias,0
2012-04-01,IP Noticias,0
2012-05-01,IP Noticias,0
2012-06-01,IP Noticias,0
2012-07-01,IP Noticias,0
2012-08-01,IP Noticias,0
2012-09-01,IP Noticias,0
2012-10-01,IP Noticias,0
2012-11-01,IP Noticias,0
2012-12-01,IP Noticias,0
2013-01-01,IP Noticias,0
2013-02-01,IP Noticias,0
2013-03-01,IP Noticias,0
2013-04-01,IP Noticias,0
2013-05-01,IP Noticias,0
2013-06-01,IP Noticias,0
2013-07-01,IP Noticias,0
2013-08-01,IP Noticias,0
2013-09-01,IP Noticias,0
2013-10-01,IP Noticias,0
2013-11-01,IP Noticias,0
2013-12-01,IP Noticias,0
2014-01-01,IP Noticias,0
2014-02-01,IP Noticias,0
2014-03-01,IP Noticias,0
2014-04-01,IP Noticias,0
2014-05-01,IP Noticias,0
2014-06-01,IP Noticias,0
2014-07-01,IP Noticias,0
2014-08-01,IP Noticias,0
2014-09-01,IP Noticias,0
2014-10-01,IP Noticias,0
2014-11-01,IP Noticias,0
2014-12-01,IP Noticias,0
2015-01-01,IP Noticias,0
2015-02-01,IP Noticias,0
2015-03-01,IP Noticias,0
2015-04-01,IP Noticias,0
2015-05-01,IP Noticias,0
2015-06-01,IP Noticias,0
2015-07-01,IP Noticias,0
2015-08-01,IP Noticias,0
2015-09-01,IP Noticias,0
2015-10-01,IP Noticias,0
2015-11-01,IP Noticias,0
2015-12-01,IP Noticias,0
2016-01-01,IP Noticias,0
2016-02-01,IP Noticias,0
2016-03-01,IP Noticias,0
2016-04-01,IP Noticias,0
2016-05-01,IP Noticias,0
2016-06-01,IP Noticias,0
2016-07-01,IP Noticias,0
2016-08-01,IP Noticias,0
2016-09-01,IP Noticias,0
2016-10-01,IP Noticias,0
2016-11-01,IP Noticias,0
2016-12-01,IP Noticias,0
2017-01-01,IP Noticias,0
2017-02-01,IP Noticias,0
2017-03-01,IP Noticias,0
2017-04-01,IP Noticias,0
2017-05-01,IP Noticias,0
2017-06-01,IP Noticias,0
2017-07-01,IP Noticias,0
2017-08-01,IP Noticias,0
2017-09-01,IP Noticias,0
2017-10-01,IP Noticias,0
2017-11-01,IP Noticias,0
2017-12-01,IP Noticias,0
2018-01-01,IP Noticias,0
2018-02-01,IP Noticias,0
2018-03-01,IP Noticias,0
2018-04-01,IP Noticias,0
2018-05-01,IP Noticias,0
2018-06-01,IP Noticias,0
2018-07-01,IP Noticias,0
2018-08-01,IP Noticias,0
2018-09-01,IP Noticias,0
2018-10-01,IP Noticias,0
2018-11-01,IP Noticias,0
2018-12-01,IP Noticias,0
2019-01-01,IP Noticias,0
2019-02-01,IP Noticias,0
2019-03-01,IP Noticias,0
2019-04-01,IP Noticias,0
2019-05-01,IP Noticias,0
2019-06-01,IP Noticias,0
2019-07-01,IP Noticias,0
2019-08-01,IP Noticias,0
2019-09-01,IP Noticias,0
2019-10-01,IP Noticias,0
2019-11-01,IP Noticias,0
2019-12-01,IP Noticias,0
2020-01-01,IP Noticias,0
2020-02-01,IP Noticias,0
2020-03-01,IP Noticias,0
2020-04-01,IP Noticias,0
2020-05-01,IP Noticias,0
2020-06-01,IP Noticias,0
2020-07-01,IP Noticias,0
2020-08-01,IP Noticias,0
2020-09-01,IP Noticias,0
2004-01-01,La Nación,44
2004-02-01,La Nación,66
2004-03-01,La Nación,78
2004-04-01,La Nación,70
2004-05-01,La Nación,55
2004-06-01,La Nación,78
2004-07-01,La Nación,61
2004-08-01,La Nación,61
2004-09-01,La Nación,75
2004-10-01,La Nación,73
2004-11-01,La Nación,59
2004-12-01,La Nación,64
2005-01-01,La Nación,49
2005-02-01,La Nación,64
2005-03-01,La Nación,72
2005-04-01,La Nación,77
2005-05-01,La Nación,71
2005-06-01,La Nación,72
2005-07-01,La Nación,62
2005-08-01,La Nación,64
2005-09-01,La Nación,56
2005-10-01,La Nación,62
2005-11-01,La Nación,64
2005-12-01,La Nación,49
2006-01-01,La Nación,52
2006-02-01,La Nación,71
2006-03-01,La Nación,61
2006-04-01,La Nación,64
2006-05-01,La Nación,63
2006-06-01,La Nación,68
2006-07-01,La Nación,54
2006-08-01,La Nación,60
2006-09-01,La Nación,61
2006-10-01,La Nación,55
2006-11-01,La Nación,57
2006-12-01,La Nación,61
2007-01-01,La Nación,39
2007-02-01,La Nación,51
2007-03-01,La Nación,56
2007-04-01,La Nación,61
2007-05-01,La Nación,60
2007-06-01,La Nación,59
2007-07-01,La Nación,55
2007-08-01,La Nación,46
2007-09-01,La Nación,54
2007-10-01,La Nación,52
2007-11-01,La Nación,48
2007-12-01,La Nación,46
2008-01-01,La Nación,50
2008-02-01,La Nación,44
2008-03-01,La Nación,57
2008-04-01,La Nación,54
2008-05-01,La Nación,58
2008-06-01,La Nación,63
2008-07-01,La Nación,60
2008-08-01,La Nación,51
2008-09-01,La Nación,53
2008-10-01,La Nación,52
2008-11-01,La Nación,49
2008-12-01,La Nación,49
2009-01-01,La Nación,44
2009-02-01,La Nación,46
2009-03-01,La Nación,53
2009-04-01,La Nación,37
2009-05-01,La Nación,31
2009-06-01,La Nación,37
2009-07-01,La Nación,32
2009-08-01,La Nación,30
2009-09-01,La Nación,30
2009-10-01,La Nación,31
2009-11-01,La Nación,29
2009-12-01,La Nación,23
2010-01-01,La Nación,23
2010-02-01,La Nación,26
2010-03-01,La Nación,26
2010-04-01,La Nación,23
2010-05-01,La Nación,23
2010-06-01,La Nación,26
2010-07-01,La Nación,26
2010-08-01,La Nación,25
2010-09-01,La Nación,30
2010-10-01,La Nación,26
2010-11-01,La Nación,25
2010-12-01,La Nación,26
2011-01-01,La Nación,24
2011-02-01,La Nación,25
2011-03-01,La Nación,29
2011-04-01,La Nación,25
2011-05-01,La Nación,28
2011-06-01,La Nación,28
2011-07-01,La Nación,24
2011-08-01,La Nación,23
2011-09-01,La Nación,21
2011-10-01,La Nación,22
2011-11-01,La Nación,24
2011-12-01,La Nación,20
2012-01-01,La Nación,19
2012-02-01,La Nación,24
2012-03-01,La Nación,25
2012-04-01,La Nación,25
2012-05-01,La Nación,25
2012-06-01,La Nación,27
2012-07-01,La Nación,28
2012-08-01,La Nación,31
2012-09-01,La Nación,34
2012-10-01,La Nación,52
2012-11-01,La Nación,90
2012-12-01,La Nación,93
2013-01-01,La Nación,84
2013-02-01,La Nación,74
2013-03-01,La Nación,80
2013-04-01,La Nación,86
2013-05-01,La Nación,81
2013-06-01,La Nación,79
2013-07-01,La Nación,71
2013-08-01,La Nación,75
2013-09-01,La Nación,71
2013-10-01,La Nación,83
2013-11-01,La Nación,78
2013-12-01,La Nación,89
2014-01-01,La Nación,89
2014-02-01,La Nación,61
2014-03-01,La Nación,31
2014-04-01,La Nación,63
2014-05-01,La Nación,86
2014-06-01,La Nación,92
2014-07-01,La Nación,97
2014-08-01,La Nación,93
2014-09-01,La Nación,90
2014-10-01,La Nación,89
2014-11-01,La Nación,89
2014-12-01,La Nación,90
2015-01-01,La Nación,99
2015-02-01,La Nación,100
2015-03-01,La Nación,94
2015-04-01,La Nación,82
2015-05-01,La Nación,44
2015-06-01,La Nación,44
2015-07-01,La Nación,42
2015-08-01,La Nación,45
2015-09-01,La Nación,43
2015-10-01,La Nación,47
2015-11-01,La Nación,56
2015-12-01,La Nación,63
2016-01-01,La Nación,47
2016-02-01,La Nación,44
2016-03-01,La Nación,44
2016-04-01,La Nación,47
2016-05-01,La Nación,41
2016-06-01,La Nación,41
2016-07-01,La Nación,54
2016-08-01,La Nación,61
2016-09-01,La Nación,57
2016-10-01,La Nación,55
2016-11-01,La Nación,65
2016-12-01,La Nación,35
2017-01-01,La Nación,30
2017-02-01,La Nación,30
2017-03-01,La Nación,30
2017-04-01,La Nación,31
2017-05-01,La Nación,29
2017-06-01,La Nación,27
2017-07-01,La Nación,26
2017-08-01,La Nación,29
2017-09-01,La Nación,28
2017-10-01,La Nación,31
2017-11-01,La Nación,32
2017-12-01,La Nación,32
2018-01-01,La Nación,23
2018-02-01,La Nación,25
2018-03-01,La Nación,25
2018-04-01,La Nación,26
2018-05-01,La Nación,27
2018-06-01,La Nación,27
2018-07-01,La Nación,25
2018-08-01,La Nación,30
2018-09-01,La Nación,29
2018-10-01,La Nación,27
2018-11-01,La Nación,29
2018-12-01,La Nación,27
2019-01-01,La Nación,26
2019-02-01,La Nación,27
2019-03-01,La Nación,28
2019-04-01,La Nación,28
2019-05-01,La Nación,29
2019-06-01,La Nación,30
2019-07-01,La Nación,26
2019-08-01,La Nación,30
2019-09-01,La Nación,26
2019-10-01,La Nación,27
2019-11-01,La Nación,24
2019-12-01,La Nación,26
2020-01-01,La Nación,23
2020-02-01,La Nación,23
2020-03-01,La Nación,41
2020-04-01,La Nación,39
2020-05-01,La Nación,35
2020-06-01,La Nación,33
2020-07-01,La Nación,33
2020-08-01,La Nación,38
2020-09-01,La Nación,35
2004-01-01,La Voz del Interior,13
2004-02-01,La Voz del Interior,17
2004-03-01,La Voz del Interior,17
2004-04-01,La Voz del Interior,13
2004-05-01,La Voz del Interior,12
2004-06-01,La Voz del Interior,11
2004-07-01,La Voz del Interior,18
2004-08-01,La Voz del Interior,10
2004-09-01,La Voz del Interior,15
2004-10-01,La Voz del Interior,13
2004-11-01,La Voz del Interior,16
2004-12-01,La Voz del Interior,15
2005-01-01,La Voz del Interior,16
2005-02-01,La Voz del Interior,18
2005-03-01,La Voz del Interior,16
2005-04-01,La Voz del Interior,21
2005-05-01,La Voz del Interior,17
2005-06-01,La Voz del Interior,21
2005-07-01,La Voz del Interior,19
2005-08-01,La Voz del Interior,23
2005-09-01,La Voz del Interior,21
2005-10-01,La Voz del Interior,25
2005-11-01,La Voz del Interior,21
2005-12-01,La Voz del Interior,21
2006-01-01,La Voz del Interior,20
2006-02-01,La Voz del Interior,22
2006-03-01,La Voz del Interior,22
2006-04-01,La Voz del Interior,19
2006-05-01,La Voz del Interior,20
2006-06-01,La Voz del Interior,19
2006-07-01,La Voz del Interior,20
2006-08-01,La Voz del Interior,18
2006-09-01,La Voz del Interior,24
2006-10-01,La Voz del Interior,21
2006-11-01,La Voz del Interior,21
2006-12-01,La Voz del Interior,22
2007-01-01,La Voz del Interior,26
2007-02-01,La Voz del Interior,26
2007-03-01,La Voz del Interior,23
2007-04-01,La Voz del Interior,24
2007-05-01,La Voz del Interior,21
2007-06-01,La Voz del Interior,24
2007-07-01,La Voz del Interior,23
2007-08-01,La Voz del Interior,22
2007-09-01,La Voz del Interior,29
2007-10-01,La Voz del Interior,21
2007-11-01,La Voz del Interior,21
2007-12-01,La Voz del Interior,21
2008-01-01,La Voz del Interior,23
2008-02-01,La Voz del Interior,25
2008-03-01,La Voz del Interior,27
2008-04-01,La Voz del Interior,23
2008-05-01,La Voz del Interior,24
2008-06-01,La Voz del Interior,29
2008-07-01,La Voz del Interior,27
2008-08-01,La Voz del Interior,25
2008-09-01,La Voz del Interior,26
2008-10-01,La Voz del Interior,26
2008-11-01,La Voz del Interior,26
2008-12-01,La Voz del Interior,23
2009-01-01,La Voz del Interior,26
2009-02-01,La Voz del Interior,26
2009-03-01,La Voz del Interior,27
2009-04-01,La Voz del Interior,31
2009-05-01,La Voz del Interior,30
2009-06-01,La Voz del Interior,32
2009-07-01,La Voz del Interior,31
2009-08-01,La Voz del Interior,29
2009-09-01,La Voz del Interior,29
2009-10-01,La Voz del Interior,30
2009-11-01,La Voz del Interior,33
2009-12-01,La Voz del Interior,30
2010-01-01,La Voz del Interior,35
2010-02-01,La Voz del Interior,39
2010-03-01,La Voz del Interior,36
2010-04-01,La Voz del Interior,32
2010-05-01,La Voz del Interior,30
2010-06-01,La Voz del Interior,28
2010-07-01,La Voz del Interior,27
2010-08-01,La Voz del Interior,26
2010-09-01,La Voz del Interior,26
2010-10-01,La Voz del Interior,28
2010-11-01,La Voz del Interior,28
2010-12-01,La Voz del Interior,28
2011-01-01,La Voz del Interior,29
2011-02-01,La Voz del Interior,28
2011-03-01,La Voz del Interior,29
2011-04-01,La Voz del Interior,28
2011-05-01,La Voz del Interior,29
2011-06-01,La Voz del Interior,29
2011-07-01,La Voz del Interior,28
2011-08-01,La Voz del Interior,30
2011-09-01,La Voz del Interior,28
2011-10-01,La Voz del Interior,28
2011-11-01,La Voz del Interior,32
2011-12-01,La Voz del Interior,33
2012-01-01,La Voz del Interior,37
2012-02-01,La Voz del Interior,39
2012-03-01,La Voz del Interior,38
2012-04-01,La Voz del Interior,37
2012-05-01,La Voz del Interior,35
2012-06-01,La Voz del Interior,34
2012-07-01,La Voz del Interior,27
2012-08-01,La Voz del Interior,22
2012-09-01,La Voz del Interior,29
2012-10-01,La Voz del Interior,29
2012-11-01,La Voz del Interior,28
2012-12-01,La Voz del Interior,27
2013-01-01,La Voz del Interior,28
2013-02-01,La Voz del Interior,21
2013-03-01,La Voz del Interior,21
2013-04-01,La Voz del Interior,23
2013-05-01,La Voz del Interior,20
2013-06-01,La Voz del Interior,19
2013-07-01,La Voz del Interior,18
2013-08-01,La Voz del Interior,19
2013-09-01,La Voz del Interior,21
2013-10-01,La Voz del Interior,22
2013-11-01,La Voz del Interior,25
2013-12-01,La Voz del Interior,37
2014-01-01,La Voz del Interior,31
2014-02-01,La Voz del Interior,24
2014-03-01,La Voz del Interior,26
2014-04-01,La Voz del Interior,27
2014-05-01,La Voz del Interior,24
2014-06-01,La Voz del Interior,21
2014-07-01,La Voz del Interior,23
2014-08-01,La Voz del Interior,22
2014-09-01,La Voz del Interior,21
2014-10-01,La Voz del Interior,21
2014-11-01,La Voz del Interior,21
2014-12-01,La Voz del Interior,19
2015-01-01,La Voz del Interior,21
2015-02-01,La Voz del Interior,23
2015-03-01,La Voz del Interior,21
2015-04-01,La Voz del Interior,17
2015-05-01,La Voz del Interior,21
2015-06-01,La Voz del Interior,22
2015-07-01,La Voz del Interior,21
2015-08-01,La Voz del Interior,17
2015-09-01,La Voz del Interior,16
2015-10-01,La Voz del Interior,16
2015-11-01,La Voz del Interior,17
2015-12-01,La Voz del Interior,18
2016-01-01,La Voz del Interior,18
2016-02-01,La Voz del Interior,17
2016-03-01,La Voz del Interior,14
2016-04-01,La Voz del Interior,14
2016-05-01,La Voz del Interior,13
2016-06-01,La Voz del Interior,13
2016-07-01,La Voz del Interior,12
2016-08-01,La Voz del Interior,12
2016-09-01,La Voz del Interior,12
2016-10-01,La Voz del Interior,13
2016-11-01,La Voz del Interior,16
2016-12-01,La Voz del Interior,16
2017-01-01,La Voz del Interior,16
2017-02-01,La Voz del Interior,15
2017-03-01,La Voz del Interior,14
2017-04-01,La Voz del Interior,14
2017-05-01,La Voz del Interior,13
2017-06-01,La Voz del Interior,18
2017-07-01,La Voz del Interior,13
2017-08-01,La Voz del Interior,14
2017-09-01,La Voz del Interior,14
2017-10-01,La Voz del Interior,14
2017-11-01,La Voz del Interior,15
2017-12-01,La Voz del Interior,15
2018-01-01,La Voz del Interior,15
2018-02-01,La Voz del Interior,15
2018-03-01,La Voz del Interior,12
2018-04-01,La Voz del Interior,10
2018-05-01,La Voz del Interior,11
2018-06-01,La Voz del Interior,10
2018-07-01,La Voz del Interior,9
2018-08-01,La Voz del Interior,10
2018-09-01,La Voz del Interior,12
2018-10-01,La Voz del Interior,10
2018-11-01,La Voz del Interior,10
2018-12-01,La Voz del Interior,10
2019-01-01,La Voz del Interior,11
2019-02-01,La Voz del Interior,10
2019-03-01,La Voz del Interior,9
2019-04-01,La Voz del Interior,8
2019-05-01,La Voz del Interior,9
2019-06-01,La Voz del Interior,7
2019-07-01,La Voz del Interior,7
2019-08-01,La Voz del Interior,7
2019-09-01,La Voz del Interior,7
2019-10-01,La Voz del Interior,7
2019-11-01,La Voz del Interior,6
2019-12-01,La Voz del Interior,7
2020-01-01,La Voz del Interior,7
2020-02-01,La Voz del Interior,7
2020-03-01,La Voz del Interior,9
2020-04-01,La Voz del Interior,8
2020-05-01,La Voz del Interior,8
2020-06-01,La Voz del Interior,7
2020-07-01,La Voz del Interior,8
2020-08-01,La Voz del Interior,7
2020-09-01,La Voz del Interior,7
